source_file,line,text
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,21,- **Type Checking**: Must pass `mypy` with no errors (once the gate is enforced).
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,22,- **Testing**: Must be covered by `pytest` unit or integration tests where applicable. Core logic should strive for >90% coverage.
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,23,- **Security**: Must pass `bandit` and `pip-audit` scans with no high/critical vulnerabilities.
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,27,All test files (`**/tests/**/*.py`) are considered part of the project's quality assurance framework. They are executed via `pytest` in the CI pipeline and must adhere to the same linting and formatting standards as source code.
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,31,"Project configuration files (`.yml`, `.toml`, `.yaml`, `Dockerfile`, etc.) are governed by the principle of ""working as configured."" They must be parsable and are validated by the CI jobs that consume them (e.g., the `docker build` and `commitlint` jobs)."
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,38,- Memory coherence: enforced drift gate (threshold tuned); report includes coherence scorecard.
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,46,- pip-audit runs in PR CI (advisory → enforced) against these manifests; remediation is required for high/critical.
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,50,- Flip a check to enforced only after it runs green for a sustained period or has waivers documented in TECH_DEBT.md.
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,52,Gate‑Flip Conditions (Advisory → Enforced)
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,63,"- For urgent fixes that must bypass gates, use a dedicated ""break‑glass"" label and PR template section explaining impact, risk, and rollback."
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,65,- Requirements: all tests/linters must still run; post‑merge follow‑up issue to restore gate compliance within 72 hours.
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,67,Waiver Policy
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,68,"- Waivers must be documented in TECH_DEBT.md with owner, reason, scope, and expiry date (≤30 days by default)."
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,74,- Memory coherence: gate promoted to enforced after 7 consecutive green PRs (now enforced by default).
/Users/frisowempe/ISA_D/docs/QUALITY_GATES.md,82,- Promotion: orjson default may be considered only after cross‑OS parity and 7 consecutive green nightly runs.
/Users/frisowempe/ISA_D/docs/QUALITY_METHODS.md,8,"- Gates: Lint (enforced), Types/Tests/Security (advisory → enforced after 7 green days), Memory Coherence, Docs build, Container smoke."
/Users/frisowempe/ISA_D/docs/QUALITY_METHODS.md,13,- Orchestrator‑Only Policy: Enforce `ISA_FORBID_DIRECT_LLM=1` in environments that must not call LLMs directly; refactor app flows to use orchestrator layer.
/Users/frisowempe/ISA_D/docs/QUALITY_METHODS.md,17,- Promotion: Any advisory check flips to enforced only after stable green (7‑day rule) with no active waivers.
/Users/frisowempe/ISA_D/docs/COST_TELEMETRY.md,18,- Budgets and alerts configured for costly features; PRs must not exceed budget without override.
/Users/frisowempe/ISA_D/docs/AGENTIC_GOALS.md,8,- Quality: Core coverage ≥90%; type errors = 0 on target modules; determinism gates enforced.
/Users/frisowempe/ISA_D/docs/AGENTIC_GOALS.md,15,- Gate B: mypy + tests enforced on core paths; coverage no-regression guard active.
/Users/frisowempe/ISA_D/docs/ADOPTION_PLAN.md,23,- Flip Gates: Promote tests/coverage/type/semgrep to enforced for core paths after 7 green days; promote determinism + container smoke.
/Users/frisowempe/ISA_D/docs/ADOPTION_PLAN.md,26,Acceptance: Gates enforced; zero regressions in 7-day window; council summaries appear for large diffs.
/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,9,"- [ ] Deliver AI Project Charter (docs/AI_PROJECT_CHARTER.md) — owner: eng-lead — Acceptance: charter reviewed by core team, linked from README"
/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,11,"- [ ] Deliver Vector Store Schema (docs/VECTOR_STORE_SCHEMA.md) — owner: data-engineer — Acceptance: ingestion manifests conform to schema, example produced"
/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,13,- [ ] Deliver Model Card (docs/model_cards/EXAMPLE.md) — owner: data-science — Acceptance: model card committed and linked to experiments
/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,15,- [ ] Deliver Data Catalog stub (data/data_catalog.yaml) — owner: data-engineer — Acceptance: dataset entries for vector index and golden datasets present
/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,57,"- Risk: CI churn from new doc checks. Mitigation: start advisory, roll to enforced only after stability window."
/Users/frisowempe/ISA_D/context7-master/README.md,973,- `libraryName` (required): The name of the library to search for
/Users/frisowempe/ISA_D/context7-master/README.md,976,"- `context7CompatibleLibraryID` (required): Exact Context7-compatible library ID (e.g., `/mongodb/docs`, `/vercel/next.js`)"
/Users/frisowempe/ISA_D/.github/pull_request_template.md,8,- [ ] Lint/format clean (ruff)
/Users/frisowempe/ISA_D/.github/pull_request_template.md,9,- [ ] Typecheck clean (mypy) or waivers documented
/Users/frisowempe/ISA_D/.github/pull_request_template.md,10,- [ ] Tests updated/added and green (advisory until gates flip)
/Users/frisowempe/ISA_D/.github/pull_request_template.md,11,- [ ] Determinism preserved (snapshots/canonical outputs where applicable)
/Users/frisowempe/ISA_D/.github/pull_request_template.md,12,- [ ] Memory coherence reviewed (gate output and memory logs snapshot in CI artifacts)
/Users/frisowempe/ISA_D/.github/pull_request_template.md,13,- [ ] Coherence audit reviewed (coherence scorecard and orphans list in CI artifacts)
/Users/frisowempe/ISA_D/.github/pull_request_template.md,14,- [ ] Security reviewed (Bandit/pip-audit output); no secrets committed
/Users/frisowempe/ISA_D/.github/pull_request_template.md,15,- [ ] Docs updated (README/CHANGELOG/runbooks as needed)
/Users/frisowempe/ISA_D/.github/pull_request_template.md,16,- [ ] Rollback plan noted
/Users/frisowempe/ISA_D/.github/pull_request_template.md,17,- [ ] Adapters/feature flags for new integrations (default OFF)
/Users/frisowempe/ISA_D/.github/pull_request_template.md,21,- [ ] `make docs-lint` (fix any broken refs; see `docs/audit/docs_ref_report.md`)
/Users/frisowempe/ISA_D/.github/pull_request_template.md,22,- [ ] `make healthcheck` (review `docs/audit/healthcheck.md` and attach key excerpts)
/Users/frisowempe/ISA_D/.github/pull_request_template.md,23,- [ ] `make pr-notes` (attach `agent/outcomes/PR_NOTES.md` Plan/Diff/Evidence)
/Users/frisowempe/ISA_D/src/orchestrator/README.md,4,Scope: Safe stubs for plan→tool→reflect graphs (no external deps). Use to prove orchestrator-only integration path.
/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,30,- [ ] Draft
/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,31,- [ ] Internal review
/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,32,- [ ] Commit
/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,33,- [ ] PR
/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,34,- [ ] Review & merge
/Users/frisowempe/ISA_D/context7-master/docs/adding-projects.md,51,"- **`excludeFiles`** (array): Specific file names to exclude from documentation parsing. Only include the filename (not the path). Useful for excluding files like `CHANGELOG.md`, license files, or other non-documentation content that might not be relevant for coding agents. Regex patterns are not supported."
/Users/frisowempe/ISA_D/context7-master/docs/adding-projects.md,112,> **Note**: The `tag` value must exactly match an existing Git tag in your GitHub repository.
/Users/frisowempe/ISA_D/docs/ADR/0004-validation-fastjsonschema.md,8,- Introduce a JSON Schema validation utility based on fastjsonschema for heavy schema-only checks.
/Users/frisowempe/ISA_D/docs/ADR/0004-validation-fastjsonschema.md,13,- Improved throughput for schema-only paths; two validation mechanisms increase cognitive load slightly.
/Users/frisowempe/ISA_D/docs/ADR/0003-canonical-json-orjson.md,25,- Promotion: enable orjson by default only after cross‑OS verification and 7 green nightly snapshot runs.
/Users/frisowempe/ISA_D/docs/ADR/0002-agent-safety-and-autonomy.md,5,- The agent edits code and runs tools; safety must be explicit and enforceable.
/Users/frisowempe/ISA_D/docs/ADR/0002-agent-safety-and-autonomy.md,13,Kill-Switch & Triggers (Details)
/Users/frisowempe/ISA_D/docs/ADR/0002-agent-safety-and-autonomy.md,18,"- Promotion criteria: Tier advancement only after 4 consecutive weeks meeting autonomy SLOs (win-rate, reverts, latency), with no critical incidents."
/Users/frisowempe/ISA_D/docs/llm/RUNTIME_LAYER.md,12,- Default safe OFF for external calls in CI; keys via env; rate limits and budgets enforced.
/Users/frisowempe/ISA_D/docs/data_quality/EXPECTATIONS_PLAN.md,13,CI (Advisory → Enforced)
/Users/frisowempe/ISA_D/docs/data_quality/EXPECTATIONS_PLAN.md,15,- Promote to enforced for core paths after 7 green runs (no critical failures).
/Users/frisowempe/ISA_D/docs/interop/MCP.md,8,"- FS (filesystem restricted), Git (read‑only by default), Build (safe commands catalog), GS1 feeds (read‑only)"
/Users/frisowempe/ISA_D/docs/agents/INTEGRATION_PROMPTS.md,11,- Expose tools/data via MCP servers; consume via an MCP client. All tools must be MCP-capable.
/Users/frisowempe/ISA_D/docs/agents/INTEGRATION_PROMPTS.md,23,8) Refactor SuperApp to call the orchestrator only; forbid direct LLM calls.
/Users/frisowempe/ISA_D/docs/agents/ORCHESTRATION_ARCHITECTURE.md,69,8) SuperApp refactor — call orchestrator only; forbid direct LLM calls
/Users/frisowempe/ISA_D/docs/agents/AGENTS.md,4,"**Important:** For a comprehensive onboarding experience and detailed operational guidelines, all AI agents must first consult `docs/AI_AGENT_ONBOARDING.md`. This document provides foundational principles, project context, documentation flow, and strategies for preventing double work."
/Users/frisowempe/ISA_D/docs/agents/AGENTS.md,9,- Respect autonomy tiers (T0/T1/T2). Default T0/T1 branch writes only; T2 only for low-risk classes.
/Users/frisowempe/ISA_D/docs/agents/AGENTS.md,34,"- Escalate only on policy triggers: kill-switch active, destructive/irreversible actions beyond allowlists, legal/privacy concerns, or repeated gate failures with unclear remediation."
/Users/frisowempe/ISA_D/docs/agents/CODEGENESIS.md,7,"- Autonomy: Act without asking. Seek minimal human input; escalate only on policy triggers (kill‑switch, destructive beyond allowlists, legal/privacy concerns)."
/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,3,- [ ] Flip ruff/pytest/coverage/semgrep to enforced after 7-day stability (3 pts)
/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,4,- [ ] Add determinism snapshot CI job (advisory → enforced) (2 pts)
/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,5,- [ ] Add docs build (MkDocs) advisory gate (1 pt)
/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,6,- [ ] Add container build + /metrics curl check in CI (2 pts)
/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,7,- [ ] Enforce kill-switch/waiver labels in CI (1 pt)
/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,8,- [ ] Link dependency files to pip-audit policy in QUALITY_GATES (1 pt)
/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,9,"- [ ] Reference workflows (docs_auto_sync, poc_bench) in CI_WORKFLOWS and QUALITY_GATES (1 pt)"
/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,10,- [ ] Reduce completeness gaps by referencing key docs in ROADMAP/TODO/DoD (2 pts)
/Users/frisowempe/ISA_D/docs/audit/audit_report.md,5,"- CI Gates: Present 15, Enforced 5, Advisory 10"
/Users/frisowempe/ISA_D/docs/templates/power_analysis_template.md,8,Required Sample Size (calc + method):
/Users/frisowempe/ISA_D/docs/ops/memory_privacy_dsr.md,8,- Event logs (append-only JSONL): `agent/memory/memory_log.jsonl`
/Users/frisowempe/ISA_D/docs/ops/memory_privacy_dsr.md,20,- Keep deletion reversible only via backups until retention windows expire. Review legal retention rules before hard-deleting.
