RuleID,SourceFile,Line,Artefact,Status,Evidence
R-14ef97e36920,/Users/frisowempe/ISA_D/docs/AGENTIC_GOALS.md,8,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-192d70fed238,/Users/frisowempe/ISA_D/docs/AGENTIC_GOALS.md,15,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-e0f0c3e9455b,/Users/frisowempe/ISA_D/docs/ADOPTION_PLAN.md,23,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-daddd4f58e64,/Users/frisowempe/ISA_D/docs/ADOPTION_PLAN.md,26,,FAIL,
R-c69210acb646,/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,9,,FAIL,
R-4140ff5a1d75,/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,11,,FAIL,
R-01d0173fc8c8,/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,13,,FAIL,
R-9619237ae944,/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,15,,FAIL,
R-d9cd36c83aa9,/Users/frisowempe/ISA_D/docs/IMPLEMENTATION_PLAN.md,57,,FAIL,
R-5649ad29a9ec,/Users/frisowempe/ISA_D/context7-master/README.md,973,,FAIL,
R-371d69623194,/Users/frisowempe/ISA_D/context7-master/README.md,976,,FAIL,
R-5655b1cfc021,/Users/frisowempe/ISA_D/.github/pull_request_template.md,8,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-9eda75743fee,/Users/frisowempe/ISA_D/.github/pull_request_template.md,9,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-2e8f82227af4,/Users/frisowempe/ISA_D/.github/pull_request_template.md,10,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-ad778c49738e,/Users/frisowempe/ISA_D/.github/pull_request_template.md,11,,FAIL,
R-2f891dc74edb,/Users/frisowempe/ISA_D/.github/pull_request_template.md,12,,FAIL,
R-3c7e14f9d61d,/Users/frisowempe/ISA_D/.github/pull_request_template.md,13,,FAIL,
R-c29c0c18181a,/Users/frisowempe/ISA_D/.github/pull_request_template.md,14,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-682b1609909d,/Users/frisowempe/ISA_D/.github/pull_request_template.md,15,,FAIL,
R-27ebea23eb06,/Users/frisowempe/ISA_D/.github/pull_request_template.md,16,,FAIL,
R-80cc9cbb843f,/Users/frisowempe/ISA_D/.github/pull_request_template.md,17,,FAIL,
R-806687f0119d,/Users/frisowempe/ISA_D/.github/pull_request_template.md,21,,FAIL,
R-04e283c8dc8f,/Users/frisowempe/ISA_D/.github/pull_request_template.md,22,ISA_SuperApp/Dockerfile,PASS,19: EXPOSE 8787
R-faa9d9438aa1,/Users/frisowempe/ISA_D/.github/pull_request_template.md,23,,FAIL,
R-c82036dc7944,/Users/frisowempe/ISA_D/src/orchestrator/README.md,4,,FAIL,
R-8b57626a3be8,/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,30,,FAIL,
R-ef9b42da4bed,/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,31,,FAIL,
R-4c5cdb75e2d3,/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,32,,FAIL,
R-f1a840d1c6d2,/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,33,,FAIL,
R-8a7d49596585,/Users/frisowempe/ISA_D/.github/ISSUE_TEMPLATE/high-priority-governance.md,34,,FAIL,
R-0d2db702e3b4,/Users/frisowempe/ISA_D/context7-master/docs/adding-projects.md,51,,FAIL,
R-db120e3569b9,/Users/frisowempe/ISA_D/context7-master/docs/adding-projects.md,112,,FAIL,
R-4bc8f65367b3,/Users/frisowempe/ISA_D/docs/ADR/0004-validation-fastjsonschema.md,8,,FAIL,
R-b526e48abb57,/Users/frisowempe/ISA_D/docs/ADR/0004-validation-fastjsonschema.md,13,,FAIL,
R-78ebb1dd9e8a,/Users/frisowempe/ISA_D/docs/ADR/0003-canonical-json-orjson.md,25,,FAIL,
R-a0b7008ae9fd,/Users/frisowempe/ISA_D/docs/ADR/0002-agent-safety-and-autonomy.md,5,,FAIL,
R-f395d3514b10,/Users/frisowempe/ISA_D/docs/ADR/0002-agent-safety-and-autonomy.md,13,,WARN,
R-da24075aa771,/Users/frisowempe/ISA_D/docs/ADR/0002-agent-safety-and-autonomy.md,18,,FAIL,
R-7b369e299909,/Users/frisowempe/ISA_D/docs/llm/RUNTIME_LAYER.md,12,,FAIL,
R-478534417c88,/Users/frisowempe/ISA_D/docs/data_quality/EXPECTATIONS_PLAN.md,13,,FAIL,
R-823a3cf429e2,/Users/frisowempe/ISA_D/docs/data_quality/EXPECTATIONS_PLAN.md,15,,FAIL,
R-f2d74348b205,/Users/frisowempe/ISA_D/docs/interop/MCP.md,8,,FAIL,
R-f9695e160086,/Users/frisowempe/ISA_D/docs/agents/INTEGRATION_PROMPTS.md,11,,FAIL,
R-3d001d99157f,/Users/frisowempe/ISA_D/docs/agents/INTEGRATION_PROMPTS.md,23,,FAIL,
R-cd4eb4e201fb,/Users/frisowempe/ISA_D/docs/agents/ORCHESTRATION_ARCHITECTURE.md,69,,FAIL,
R-3c807095107f,/Users/frisowempe/ISA_D/docs/agents/AGENTS.md,4,,FAIL,
R-f0abe0590203,/Users/frisowempe/ISA_D/docs/agents/AGENTS.md,9,,FAIL,
R-db2f4b2e6437,/Users/frisowempe/ISA_D/docs/agents/AGENTS.md,34,,WARN,
R-3e8ce88ecedf,/Users/frisowempe/ISA_D/docs/agents/CODEGENESIS.md,7,,FAIL,
R-e613f4402119,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,3,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-e97b02cd930d,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,4,,FAIL,
R-d92393058128,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,5,,FAIL,
R-74a9aaf0214a,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,6,,FAIL,
R-6ffd064fac89,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,7,,WARN,
R-728d73fea19a,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,8,/Users/frisowempe/ISA_D/.github/workflows/ci.yml,PASS,25: pip install ruff mypy pytest pytest-cov bandit pip-audit radon
R-eac11228517d,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,9,,FAIL,
R-26efbaaff847,/Users/frisowempe/ISA_D/docs/audit/remediation_plan.md,10,,FAIL,
R-3da06c350a74,/Users/frisowempe/ISA_D/docs/audit/audit_report.md,5,,FAIL,
R-772edc6c4666,/Users/frisowempe/ISA_D/docs/templates/power_analysis_template.md,8,,FAIL,
R-118ff3e4bbab,/Users/frisowempe/ISA_D/docs/ops/memory_privacy_dsr.md,8,,FAIL,
R-540278444bcc,/Users/frisowempe/ISA_D/docs/ops/memory_privacy_dsr.md,20,,FAIL,
