RuleID,Category,Standards,Deviation,Justification,SourceFile,Line,Title
R-d931777d4dcf,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/CONTRIBUTING.md,92,- **Development:** Please use Node.js `~20.19.0`. This specific version is requi
R-914f5fa31023,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/CONTRIBUTING.md,283,"For stronger container-based sandboxing on macOS or other platforms, you can set"
R-0a84fce2923f,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/CONTRIBUTING.md,289,"All sandboxing methods, including macOS Seatbelt using `*-proxied` profiles, sup"
R-f43306dc988f,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/GEMINI.md,75,"- Simplified Immutability: While not strictly enforced, plain objects encourage "
R-7b5618f585c0,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/GEMINI.md,98,- **Preferring `unknown` over `any`**: When you absolutely cannot determine the
R-f0983fb4e6fd,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/GEMINI.md,136,"By consistently applying these principles, we can maintain a codebase that is no"
R-28c88f474cb6,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/GEMINI.md,152,Never mutate state directly: Always generate code that updates state immutably.
R-69f3021fc0ac,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/GEMINI.md,154,Accurately use useEffect and other effect Hooks: whenever you think you could us
R-cc4ff6f5b9f6,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/GEMINI.md,158,Use refs only when necessary: Avoid using useRef unless the task genuinely requi
R-bbe7bbd2f970,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/GEMINI.md,180,- Only suggest changes that meaningfully improve optimization potential
R-88f289ca5661,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/GEMINI.md,189,Only write high-value comments if at all. Avoid talking to the user through comm
R-b42d45727630,Security,OWASP ASVS;OpenSSF Scorecard;SLSA,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/ISA_gemini_orchestrator_patch_2025-08-20/GEMINI.md,7,"- You must keep the repo healthy: pass tests, maintain docs, respect directory p"
R-0bcda7ec5078,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/ISA_gemini_orchestrator_patch_2025-08-20/GEMINI.md,8,"- **Escalate** (ask) only when blocked by external access (e.g., missing credent"
R-0df1fcbccae3,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/ISA_gemini_orchestrator_patch_2025-08-20/GEMINI.md,12,2. Run `scripts/verify_credentials.py`. If required envs are missing → write act
R-55e079229691,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/ISA_gemini_orchestrator_patch_2025-08-20/GEMINI.md,29,- Persistent memory lives in `storage/memory.json` (append-only sessions) and `d
R-c0b7db9ff735,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/ISA_gemini_orchestrator_patch_2025-08-20/GEMINI.md,32,## Directory Policy (enforced)
R-04c3fbf69de1,Security,OWASP ASVS;OpenSSF Scorecard;SLSA,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/ISA_gemini_orchestrator_patch_2025-08-20/GEMINI.md,37,- `artifacts/` build outputs; never commit secrets.
R-61558638bf6f,Security,OWASP ASVS;OpenSSF Scorecard;SLSA,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/ISA_gemini_orchestrator_patch_2025-08-20/GEMINI.md,44,- Never print secret values; redact on screen and in logs.
R-817659e2e414,Security,OWASP ASVS;OpenSSF Scorecard;SLSA,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/docs/config.md,3,Settings are provided via `.env` (copy from `.env.example`). Never commit secret
R-3ea2d36350a7,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/docs/ci_secrets.md,106,"If you'd like, I can now: (A) update the CI workflow to install the p12 and nota"
R-2421ccfed8ab,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,35,"gratis or for a fee, you must pass on to the recipients the same"
R-7ff5a306458f,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,36,"freedoms that you received.  You must make sure that they, too, receive"
R-4bef0a674ff5,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,37,or can get the source code.  And you must show them these terms so they
R-2b4fbeccca39,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,126,"Component, and (b) serves only to enable use of the work with that"
R-876b5b8e2e54,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,160,"covered work is covered by this License only if the output, given its"
R-724763de4ef0,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,171,"for you must do so exclusively on your behalf, under your direction"
R-ee2f96850485,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,181,No covered work shall be deemed part of an effective technological
R-136af1912461,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,214,a) The work must carry prominent notices stating that you modified
R-b775545a70a7,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,217,b) The work must carry prominent notices stating that it is
R-843b553375e2,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,222,"c) You must license the entire work, as a whole, under this"
R-6f9bd4a2c571,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,230,"d) If the work has interactive user interfaces, each must display"
R-50d7c0d99dc3,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,271,"alternative is allowed only occasionally and noncommercially, and"
R-8415c797097d,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,272,"only if you received the object code with such an offer, in accord"
R-29f5eb8c04eb,Quality,Testing Pyramid;Deterministic Builds,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,301,doubtful cases shall be resolved in favor of coverage.  For a particular
R-04b140398b88,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,308,the only significant mode of use of the product.
R-ce6dc5b56ee7,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,311,"procedures, authorization keys, or other information required to install"
R-a81719ac80c4,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,313,a modified version of its Corresponding Source.  The information must
R-838a3f38b52f,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,323,Corresponding Source conveyed under this section must be accompanied
R-674097e13d2b,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,338,in accord with this section must be in a format that is publicly
R-d349588c9f74,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,340,"source code form), and must require no special password or key for"
R-f0ab6c08768e,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,347,Additional permissions that are applicable to the entire Program shall
R-0c770abca785,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,350,"apply only to part of the Program, that part may be used separately"
R-a2aa9d7df01d,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,399,"must place, in the relevant source files, a statement of the"
R-318f859a6776,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,435,9. Acceptance Not Required for Having Copies.
R-5719531ccc5f,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,437,You are not required to accept this License in order to receive or
R-c5beea3cd88a,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,481,but do not include claims that would be infringed only as a
R-98cf63f05a12,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,503,then you must either (1) cause the Corresponding Source to be so
R-9ba61e5390c7,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,536,Nothing in this License shall be construed as excluding or limiting
R-bb1821d844f0,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,549,"the Program, the only way you could satisfy both those terms and this"
R-184b3ce0c5ef,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,602,IN NO EVENT UNLESS REQUIRED BY APPLICABLE LAW OR AGREED TO IN WRITING
R-b3190a960cbd,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/system-prompts-and-models-of-ai-tools-main/LICENSE.md,616,reviewing courts shall apply local law that most closely approximates
R-ac168c24c553,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/Uninstall.md,7,"npx runs packages from a temporary cache without a permanent installation. To ""u"
R-3f61bfeda18b,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/quota-and-pricing.md,39,- Model requests to Flash model only.
R-8f2cc3455b30,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/quota-and-pricing.md,84,"It’s important to highlight that when using an API key, you pay per token/call. "
R-a92a7716205b,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/quota-and-pricing.md,88,These plans currently apply only to the use of Gemini web-based products provide
R-e664542d225a,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/ide-integration.md,5,"Currently, the only supported IDE is [Visual Studio Code](https://code.visualstu"
R-6d84a48957da,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/ide-integration.md,76,(Note: The file list is limited to 10 recently accessed files within your worksp
R-6d584d981167,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/ide-integration.md,104,- **On macOS:** The IDE integration requires network access to communicate with
R-c998397f61ca,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/ide-integration.md,105,- **In a Docker Container:** If you run Gemini CLI inside a Docker (or Podman) c
R-10377ed03ea5,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/architecture.md,43,"- If the requested tool can modify the file system or execute shell commands, th"
R-fc126d201617,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/architecture.md,44,"- Read-only operations, such as reading files, might not require explicit user c"
R-e10db8c4f6f5,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/architecture.md,45,"- Once confirmed, or if confirmation is not required, the core package executes "
R-6bbfc3a37c13,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/releases.md,140,4.  Fill in the required inputs:
R-2c71eeda9a64,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/releases.md,219,"- Why: This guarantees that only high-quality, working code is released. Version"
R-a2ddd40ec8ca,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/releases.md,239,- Why: The final package.json must be different from the one used in development
R-b14ccebcac14,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/releases.md,254,- What happens: Essential files that are not part of the source code but are req
R-b9c0bc11c86c,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/releases.md,262,- The sandbox profiles (.sb files) are critical runtime assets required for the
R-469f4bfe121e,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/releases.md,263,function. They must be located next to the final executable.
R-383f91d49d07,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/releases.md,268,"- Why: By running npm publish from within the `bundle` directory, only the files"
R-b4e5016ae045,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/sandbox.md,34,### 1. macOS Seatbelt (macOS only)
R-61f8232946c4,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/troubleshooting.md,40,- A: Cached token information is only displayed when cached tokens are being use
R-7874f06cbbcb,Docs,Docs-as-code,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/deployment.md,41,You can run the published sandbox image directly. This is useful for environment
R-673558e5b2a8,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tos-privacy.md,85,"- **Google account with Gemini Code Assist for Standard, or Enterprise**: This s"
R-71cc8d60f3a9,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tos-privacy.md,88,**Paid services**: This setting only controls the collection of anonymous teleme
R-4c19670211a6,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tos-privacy.md,89,- **Gemini API key via the Vertex AI GenAI API:** This setting only controls the
R-dbe6afccc28c,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/integration-tests.md,13,The integration tests are not run as part of the default `npm run test` command.
R-dbdd8f4311eb,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/gemini-ignore.md,15,- Putting a `/` at the end will only match directories.
R-1d4fc677228f,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/gemini-ignore.md,19,"You can update your `.geminiignore` file at any time. To apply the changes, you "
R-dafbc7f5707a,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/telemetry.md,58,"To enable file export, use the `--telemetry-outfile` flag with a path to your de"
R-7e438a03b529,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/telemetry.md,65,"# NOTE: --telemetry-otlp-endpoint="""" is required to override the default"
R-884372660635,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/.github/pull_request_template.md,38,"**If this PR is only related to an issue or is a partial fix, simply reference t"
R-f5b54e723f0f,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/file-system.md,15,"- `path` (string, required): The absolute path to the directory to list."
R-48a345dcc497,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/file-system.md,33,"- `path` (string, required): The absolute path to the file to read."
R-cd0b64b93721,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/file-system.md,37,"- For text files: Returns the content. If `offset` and `limit` are used, returns"
R-1242249b7d38,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/file-system.md,54,"- `file_path` (string, required): The absolute path to the file to write to."
R-9e329c24b7b0,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/file-system.md,55,"- `content` (string, required): The content to write into the file."
R-e386050ad713,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/file-system.md,70,"- `pattern` (string, required): The glob pattern to match against (e.g., `""*.py"""
R-3e3965f015ec,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/file-system.md,89,"- `pattern` (string, required): The regular expression (regex) to search for (e."
R-92f570f0028b,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/file-system.md,117,"- `file_path` (string, required): The absolute path to the file to modify."
R-79ddcf1f826c,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/file-system.md,118,"- `old_string` (string, required): The exact literal text to replace."
R-46367236b00b,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/file-system.md,120,**CRITICAL:** This string must uniquely identify the single instance to change.
R-a6c9caedab81,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/file-system.md,122,"- `new_string` (string, required): The exact literal text to replace `old_string"
R-8a0df53059d2,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/web-search.md,13,"- `query` (string, required): The search query."
R-c3fc9498c62b,Docs,Docs-as-code,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/multi-file.md,20,"- `paths` (list[string], required): An array of glob patterns or paths relative "
R-619e2bc179a1,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/web-fetch.md,13,"- `prompt` (string, required): A comprehensive prompt that includes the URL(s) ("
R-2e34b6b736a4,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/mcp-server.md,81,#### Required (one of the following)
R-46d1b1012b91,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/mcp-server.md,95,- **`includeTools`** (string[]): List of tool names to include from this MCP ser
R-5bab6ba74cec,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/mcp-server.md,169,- **`scopes`** (string[]): Required OAuth scopes
R-da3c687a501a,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/mcp-server.md,189,- **`google_credentials`**: The CLI will use the Google Application Default Cred
R-d6cd263f8d76,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/mcp-server.md,397,"When confirmation is required, users can choose:"
R-09e7c5df4ed6,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/mcp-server.md,399,- **Proceed once:** Execute this time only
R-ed7a75b29ff2,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/mcp-server.md,506,3. **Check dependencies:** Ensure all required packages are installed
R-827bfcc2b59a,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/mcp-server.md,541,4. **Environment variables:** Verify required environment variables are passed t
R-e4f246f97967,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/mcp-server.md,555,- **Trust settings:** The `trust` option bypasses all confirmation dialogs. Use
R-aa3807be15c8,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/mcp-server.md,583,"To return rich content, your tool's response must adhere to the MCP specificatio"
R-016ad7b9d89c,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/memory.md,13,"- `fact` (string, required): The specific fact or piece of information to rememb"
R-49d4be494263,Docs,Docs-as-code,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/index.md,38,- **Utilize sandboxing:** All tools are subject to restrictions enforced by sand
R-1c7eaffda074,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/shell.md,13,"- `command` (string, required): The exact shell command to execute."
R-2aa6334eedf5,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/shell.md,71,"- `coreTools`: To restrict `run_shell_command` to a specific set of commands, ad"
R-595b453c5cd8,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/shell.md,82,**Allow only specific command prefixes**
R-7149cbf73ce1,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/tools/shell.md,84,"To allow only `git` and `npm` commands, and block all others:"
R-4f625f24009b,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/core/tools-api.md,7,- **Tool (`tools.ts`):** An interface and base class (`BaseTool`) that defines t
R-5f5d689f7b37,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/core/tools-api.md,14,- `shouldConfirmExecute()`: A method to determine if user confirmation is requir
R-5b96b699dd6b,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/core/tools-api.md,37,- `ReadFileTool` (`read-file.ts`): Reads the content of a single file. It takes
R-7041452a55fa,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/core/tools-api.md,51,Each of these tools extends `BaseTool` and implements the required methods for i
R-f72ffa2a06d8,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/core/index.md,21,"- **Session and state management:** Keeping track of the conversation state, inc"
R-e3f1990586bf,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/core/index.md,29,"- **Tool execution:** When tools interact with the local system (e.g., `run_shel"
R-e86d3d2d6f9c,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/core/memport.md,91,The `validateImportPath` function ensures that imports are only allowed from spe
R-01a2eed24152,CI/CD,12-Factor: Build/Release/Run;DORA Metrics,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/cli/authentication.md,8,- Note that the web login must be done in a browser that can communicate with th
R-d1e7882b7a6e,Docs,Docs-as-code,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/cli/authentication.md,15,"- If you fall into one of these categories, you must first configure a Google Cl"
R-b7104126a768,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/cli/authentication.md,70,> If you have previously set the `GOOGLE_API_KEY` or `GEMINI_API_KEY` environmen
R-fd281ddae3d3,Process,Lean/Agile,No,,/Users/frisowempe/ISA_D/temp_unzip/ISA_workspace_online_only/gemini-cli-main/docs/cli/authentication.md,97,- **Required Environment Variables for ADC:**
